activity	automated	case_id	event_detail	event_end	event_start	team	user
Pay invoice	False	111018	Bank account 6452194	2017-08-24 16:20:51	2017-08-24 13:31:29	Controlling	Macy Hurst
Check contract conditions	False	111019	Checked by Macy Hurst	2017-08-17 15:49:55	2017-08-17 15:49:55	Controlling	Macy Hurst
Check contract conditions	False	111019	Checked by Macy Hurst	2017-08-17 15:50:01	2017-08-17 15:49:57	Controlling	Macy Hurst
Final check of invoice	True	111019	Checked by System	2017-08-21 10:05:15	2017-08-21 10:05:15	Auto-processor	System
Final check of invoice	True	111019	Checked by System	2017-08-28 10:06:46	2017-08-28 10:06:46	Auto-processor	System
Final check of invoice	False	111019	Checked by Giacomo Noel	2017-09-02 10:06:47	2017-09-02 10:06:47	Other	Giacomo Noel
Approve invoice	False	111019	Approve hierarchy (level 1)	2017-09-02 10:11:58	2017-09-02 10:10:55.800	Financial approval	Neil Vega
Check received invoice	False	111020	Checked by Macy Hurst	2017-08-13 10:04:52	2017-08-13 10:04:51.333	Controlling	Macy Hurst
Request data	False	111020	Request sent: 2017-08-14	2017-08-17 15:50:25	2017-08-14 20:00:03	Controlling	Macy Hurst
Check contract conditions	False	111020	Checked by Macy Hurst	2017-08-17 15:50:27	2017-08-17 15:50:25.667	Controlling	Macy Hurst
Check contract conditions	False	111020	Checked by Macy Hurst	2017-08-17 15:50:32	2017-08-17 15:50:28.667	Controlling	Macy Hurst
Final check of invoice	False	111020	Checked by Aaron Chaney	2017-08-21 10:06:08	2017-08-17 15:50:32	Purchasing	Aaron Chaney
Approve invoice	False	111020	Approve hierarchy (level 3)	2017-08-24 12:09:41	2017-08-22 23:07:54.500	Line management	Eden Morrow
Check received invoice	False	111021	Checked by Macy Hurst	2017-08-13 10:05:15	2017-08-13 10:05:14.333	Controlling	Macy Hurst
Request data	False	111021	Request sent: 2017-08-14	2017-08-17 15:49:43	2017-08-14 20:00:04.333	Controlling	Macy Hurst
Check contract conditions	False	111021	Checked by Macy Hurst	2017-08-17 15:49:43	2017-08-17 15:49:43	Controlling	Macy Hurst
Check contract conditions	False	111021	Checked by Macy Hurst	2017-08-17 15:49:49	2017-08-17 15:49:45	Controlling	Macy Hurst
Final check of invoice	False	111021	Checked by Kirby Hubbard	2017-08-21 10:07:04		Other	Kirby Hubbard
Approve invoice	False	111021	Approve hierarchy (level 2)	2017-08-21 11:51:49	2017-08-21 11:30:52	Financial approval	Adam Osborne
Check received invoice	False	111022	Checked by Macy Hurst	2017-08-13 10:05:38	2017-08-13 10:05:36.667	Controlling	Macy Hurst
Request data	False	111022	Request sent: 2017-08-14	2017-08-17 15:31:58	2017-08-14 19:54:24.667	Controlling	Macy Hurst
Check contract conditions	False	111022	Checked by Macy Hurst	2017-08-17 15:32:00	2017-08-17 15:31:58.667	Controlling	Macy Hurst
Check contract conditions	False	111022	Checked by Macy Hurst	2017-08-17 15:32:04	2017-08-17 15:32:01.333	Controlling	Macy Hurst
Final check of invoice	False	111022	Checked by Wallace Mcgee	2017-08-21 10:07:55	2017-08-21 10:07:55	Other	Wallace Mcgee
Approve invoice	False	111022	Approve hierarchy (level 1)	2017-08-24 11:28:55		Other	Oscar Medina
Check received invoice	False	111024	Checked by Macy Hurst	2017-08-13 10:06:24	2017-08-13 10:06:22.667	Controlling	Macy Hurst
Request data	False	111024	Request sent: 2017-08-14	2017-08-17 15:49:22	2017-08-14 20:00:43.333	Controlling	Macy Hurst
Check contract conditions	False	111024	Checked by Macy Hurst	2017-08-17 15:49:22	2017-08-17 15:49:22	Controlling	Macy Hurst
Check contract conditions	False	111024	Checked by Macy Hurst	2017-08-17 15:49:29	2017-08-17 15:49:24.333	Controlling	Macy Hurst
Final check of invoice	False	111024	Checked by Aaron Chaney	2017-08-21 10:36:36	2017-08-17 15:49:29	Purchasing	Aaron Chaney
Approve invoice	False	111024	Approve hierarchy (level 3)	2017-08-24 15:52:30	2017-08-23 01:14:33	Line management	Eden Morrow
Check received invoice	False	111025	Checked by Macy Hurst	2017-08-13 10:06:46	2017-08-13 10:06:45.333	Controlling	Macy Hurst
Request data	False	111025	Request sent: 2017-08-14	2017-08-17 15:49:13	2017-08-14 20:00:55	Controlling	Macy Hurst
Check contract conditions	False	111025	Checked by Macy Hurst	2017-08-17 15:49:13	2017-08-17 15:49:13	Controlling	Macy Hurst
Check contract conditions	False	111025	Checked by Macy Hurst	2017-08-17 15:49:18	2017-08-17 15:49:14.667	Controlling	Macy Hurst
Final check of invoice	False	111025	Checked by Kirk Barker	2017-08-21 10:43:50	2017-08-21 10:43:50	Other	Kirk Barker
Approve invoice	False	111025	Approve hierarchy (level 2)	2017-08-25 09:49:57	2017-08-23 10:16:53.500	Line management	Eden Morrow
Check received invoice	False	111026	Checked by Macy Hurst	2017-08-13 10:07:10	2017-08-13 10:07:08.667	Controlling	Macy Hurst
Request data	False	111026	Request sent: 2017-08-14	2017-08-17 15:49:04	2017-08-14 20:01:08	Controlling	Macy Hurst
Check contract conditions	False	111026	Checked by Macy Hurst	2017-08-17 15:49:04	2017-08-17 15:49:04	Controlling	Macy Hurst
Check contract conditions	False	111026	Checked by Macy Hurst	2017-08-17 15:49:09	2017-08-17 15:49:05.667	Controlling	Macy Hurst
Final check of invoice	True	111026	Checked by System	2017-08-21 10:55:18	2017-08-21 10:55:18	Auto-processor	System
Final check of invoice	False	111026	Checked by Giacomo Noel	2017-08-28 10:57:47	2017-08-28 10:57:47	Other	Giacomo Noel
Approve invoice	False	111026	Approve hierarchy (level 2)	2017-09-02 09:49:09	2017-09-01 10:02:52.600	Financial approval	Neil Vega
Check received invoice	False	111027	Checked by Macy Hurst	2017-08-13 10:07:33	2017-08-13 10:07:31.667	Controlling	Macy Hurst
Request data	False	111027	Request sent: 2017-08-14	2017-08-17 15:51:48	2017-08-14 20:02:18	Controlling	Macy Hurst
Check contract conditions	False	111027	Checked by Macy Hurst	2017-08-17 15:51:48	2017-08-17 15:51:48	Controlling	Macy Hurst
Check contract conditions	False	111027	Checked by Macy Hurst	2017-08-17 15:51:55	2017-08-17 15:51:50.333	Controlling	Macy Hurst
Final check of invoice	True	111027	Checked by System	2017-08-21 11:22:18	2017-08-21 11:22:18	Auto-processor	System
Final check of invoice	False	111027	Checked by Isaac Cote	2017-08-28 11:24:47	2017-08-28 11:24:47	Other	Isaac Cote
Approve invoice	False	111027	Approve hierarchy (level 2)	2017-08-28 14:52:55	2017-08-28 14:52:55	Other	Selma Griffin
Check received invoice	False	111029	Checked by Macy Hurst	2017-08-13 10:08:18	2017-08-13 10:08:17.333	Controlling	Macy Hurst
Request data	False	111029	Request sent: 2017-08-14	2017-08-17 15:48:36	2017-08-14 20:01:44	Controlling	Macy Hurst
Check contract conditions	False	111029	Checked by Macy Hurst	2017-08-17 15:48:36	2017-08-17 15:48:36	Controlling	Macy Hurst
Check contract conditions	False	111029	Checked by Macy Hurst	2017-08-17 15:48:40	2017-08-17 15:48:37.333	Controlling	Macy Hurst
Final check of invoice	False	111029	Checked by Aaron Downs	2017-08-21 11:31:22	2017-08-21 11:31:22	Administration	Aaron Downs
Check contract conditions	False	111029	Checked by Macy Hurst	2017-08-26 11:21:04	2017-08-23 03:27:56	Controlling	Macy Hurst
Final check of invoice	True	111029	Checked by System	2017-08-26 11:21:36	2017-08-26 11:21:36	Auto-processor	System
Final check of invoice	False	111029	Checked by Josiah Armstrong	2017-09-02 11:22:37	2017-09-02 11:22:37	Other	Josiah Armstrong
Pay invoice	False	111019	Bank account 6462195	2017-09-02 16:44:56	2017-09-02 12:22:57.333	Controlling	Macy Hurst
Pay invoice	False	111020	Bank account 6472196	2017-08-24 16:20:38	2017-08-24 13:33:20	Controlling	Macy Hurst
Pay invoice	False	111021	Bank account 6482197	2017-08-21 16:08:29	2017-08-21 13:17:22.333	Controlling	Macy Hurst
Pay invoice	False	111022	Bank account 6492198	2017-08-24 13:05:32	2017-08-24 12:01:07.333	Controlling	Macy Hurst
Pay invoice	False	111024	Bank account 6502199	2017-08-24 16:20:02	2017-08-24 16:01:40.667	Controlling	Macy Hurst
Pay invoice	False	111025	Bank account 6512200	2017-08-25 10:59:35	2017-08-25 10:13:09.667	Controlling	Macy Hurst
Pay invoice	False	111026	Bank account 6522201	2017-09-02 16:36:27	2017-09-02 12:04:55	Controlling	Macy Hurst
Pay invoice	False	111027	Bank account 6532202	2017-09-01 13:35:48	2017-08-29 22:27:12.667	Controlling	Macy Hurst
Approve invoice	False	111029	Approve hierarchy (level 1)	2017-09-02 15:12:59	2017-09-02 14:26:54.600	Financial approval	Neil Vega
Check received invoice	False	111030	Checked by Macy Hurst	2017-08-13 10:08:41	2017-08-13 10:08:40.333	Controlling	Macy Hurst
Request data	False	111030	Request sent: 2017-08-14	2017-08-17 15:48:09	2017-08-14 20:01:50.333	Controlling	Macy Hurst
Check contract conditions	False	111030	Checked by Macy Hurst	2017-08-17 15:48:11	2017-08-17 15:48:09.667	Controlling	Macy Hurst
Check contract conditions	False	111030	Checked by Macy Hurst	2017-08-17 15:48:15	2017-08-17 15:48:12.333	Controlling	Macy Hurst
Final check of invoice	False	111030	Checked by Bell Blevins	2017-08-21 11:41:37	2017-08-21 11:41:37	Other	Bell Blevins
Check contract conditions	False	111030	Checked by Macy Hurst	2017-08-26 11:22:06	2017-08-23 03:35:06.667	Controlling	Macy Hurst
Final check of invoice	True	111030	Checked by System	2017-08-26 11:23:02	2017-08-26 11:23:02	Auto-processor	System
Final check of invoice	False	111030	Checked by Josiah Armstrong	2017-09-02 11:25:36	2017-09-02 11:25:36	Other	Josiah Armstrong
Approve invoice	False	111030	Approve hierarchy (level 3)	2017-09-02 15:14:12	2017-09-02 14:28:28.800	Financial approval	Neil Vega
Check received invoice	False	111031	Checked by Macy Hurst	2017-08-13 10:09:05	2017-08-13 10:09:03.667	Controlling	Macy Hurst
Request data	False	111031	Request sent: 2017-08-14	2017-08-17 15:48:19	2017-08-14 20:02:09.667	Controlling	Macy Hurst
Check contract conditions	False	111031	Checked by Macy Hurst	2017-08-17 15:48:21	2017-08-17 15:48:19.667	Controlling	Macy Hurst
Check contract conditions	False	111031	Checked by Macy Hurst	2017-08-17 15:48:28	2017-08-17 15:48:23.333	Controlling	Macy Hurst
Final check of invoice	False	111031	Checked by Lael Ingram	2017-08-21 11:45:25	2017-08-21 11:45:25	Other	Lael Ingram
Approve invoice	False	111031	Approve hierarchy (level 2)	2017-08-24 17:51:50		Other	Oscar Medina
Check received invoice	False	111033	Checked by Macy Hurst	2017-08-13 10:09:51	2017-08-13 10:09:49.667	Controlling	Macy Hurst
Request data	False	111033	Request sent: 2017-08-14	2017-08-17 15:47:59	2017-08-14 20:02:33.667	Controlling	Macy Hurst
Check contract conditions	False	111033	Checked by Macy Hurst	2017-08-17 15:47:59	2017-08-17 15:47:59	Controlling	Macy Hurst
Check contract conditions	False	111033	Checked by Macy Hurst	2017-08-17 15:48:05	2017-08-17 15:48:01	Controlling	Macy Hurst
Final check of invoice	False	111033	Checked by Lael Ingram	2017-08-21 11:51:25	2017-08-21 11:51:25	Other	Lael Ingram
Approve invoice	False	111033	Approve hierarchy (level 1)	2017-08-24 14:26:27		Other	Oscar Medina
Check received invoice	False	111034	Checked by Macy Hurst	2017-08-13 10:10:15	2017-08-13 10:10:14.333	Controlling	Macy Hurst
Request data	False	111034	Request sent: 2017-08-14	2017-08-17 15:47:50	2017-08-14 20:02:46.667	Controlling	Macy Hurst
Check contract conditions	False	111034	Checked by Macy Hurst	2017-08-17 15:47:51	2017-08-17 15:47:50.333	Controlling	Macy Hurst
Check contract conditions	False	111034	Checked by Macy Hurst	2017-08-17 15:47:55	2017-08-17 15:47:52.333	Controlling	Macy Hurst
Final check of invoice	False	111034	Checked by Wallace Mcgee	2017-08-24 11:49:48	2017-08-24 11:49:48	Other	Wallace Mcgee
Approve invoice	False	111034	Approve hierarchy (level 3)	2017-08-25 10:09:29		Other	Oscar Medina
Check received invoice	False	111035	Checked by Macy Hurst	2017-08-13 10:10:39	2017-08-13 10:10:38.333	Controlling	Macy Hurst
Request data	False	111035	Request sent: 2017-08-14	2017-08-17 15:47:40	2017-08-14 20:02:59.333	Controlling	Macy Hurst
Check contract conditions	False	111035	Checked by Macy Hurst	2017-08-17 15:47:40	2017-08-17 15:47:40	Controlling	Macy Hurst
Check contract conditions	False	111035	Checked by Macy Hurst	2017-08-17 15:47:46	2017-08-17 15:47:42	Controlling	Macy Hurst
Final check of invoice	False	111035	Checked by Kadeem Howard	2017-08-24 12:20:12		Other	Kadeem Howard
Approve invoice	False	111035	Approve hierarchy (level 2)	2017-08-24 12:37:58	2017-08-24 12:37:58	Other	Eagan Boyer
Check received invoice	False	111036	Checked by Macy Hurst	2017-08-13 10:11:02	2017-08-13 10:11:01.333	Controlling	Macy Hurst
Request data	False	111036	Request sent: 2017-08-14	2017-08-17 15:47:31	2017-08-14 20:03:11.667	Controlling	Macy Hurst
Check contract conditions	False	111036	Checked by Macy Hurst	2017-08-17 15:47:32	2017-08-17 15:47:31.333	Controlling	Macy Hurst
Check contract conditions	False	111036	Checked by Macy Hurst	2017-08-17 15:47:36	2017-08-17 15:47:33.333	Controlling	Macy Hurst
Final check of invoice	False	111036	Checked by Xander Pittman	2017-08-24 12:24:02	2017-08-24 12:24:02	Other	Xander Pittman
Approve invoice	False	111036	Approve hierarchy (level 1)	2017-08-25 11:34:13	2017-08-25 11:34:13	Other	Roanna Parsons
Check received invoice	False	111038	Checked by Macy Hurst	2017-08-13 10:11:48	2017-08-13 10:11:46.667	Controlling	Macy Hurst
Request data	False	111038	Request sent: 2017-08-14	2017-08-17 15:47:12	2017-08-14 20:03:36	Controlling	Macy Hurst
Check contract conditions	False	111038	Checked by Macy Hurst	2017-08-17 15:47:15	2017-08-17 15:47:13	Controlling	Macy Hurst
Check contract conditions	False	111038	Checked by Macy Hurst	2017-08-17 15:47:19	2017-08-17 15:47:16.333	Controlling	Macy Hurst
Final check of invoice	False	111038	Checked by Carolyn Silva	2017-08-24 12:30:00	2017-08-24 12:30:00	Other	Carolyn Silva
Approve invoice	False	111038	Approve hierarchy (level 3)	2017-08-24 13:11:17	2017-08-24 12:54:46.200	Line management	Griffin Donaldson
Check received invoice	False	111039	Checked by Macy Hurst	2017-08-13 10:12:10	2017-08-13 10:12:09.333	Controlling	Macy Hurst
Request data	False	111039	Request sent: 2017-08-14	2017-08-17 15:46:59	2017-08-14 20:03:46.333	Controlling	Macy Hurst
Check contract conditions	False	111039	Checked by Macy Hurst	2017-08-17 15:47:01	2017-08-17 15:46:59.667	Controlling	Macy Hurst
Check contract conditions	False	111039	Checked by Macy Hurst	2017-08-17 15:47:06	2017-08-17 15:47:02.667	Controlling	Macy Hurst
Final check of invoice	False	111039	Checked by Harlan Morrison	2017-08-24 12:40:42	2017-08-24 12:40:42	Other	Harlan Morrison
Approve invoice	False	111039	Approve hierarchy (level 2)	2017-08-25 14:39:20	2017-08-25 14:39:20	Other	Selma Griffin
Check received invoice	False	111041	Checked by Macy Hurst	2017-08-13 10:12:56	2017-08-13 10:12:55.333	Controlling	Macy Hurst
Request data	False	111041	Request sent: 2017-08-14	2017-08-17 15:46:40	2017-08-14 20:04:10.667	Controlling	Macy Hurst
Check contract conditions	False	111041	Checked by Macy Hurst	2017-08-17 15:46:41	2017-08-17 15:46:40.333	Controlling	Macy Hurst
Check contract conditions	False	111041	Checked by Macy Hurst	2017-08-17 15:46:46	2017-08-17 15:46:42.667	Controlling	Macy Hurst
Pay invoice	False	111029	Bank account 6542203	2017-09-02 16:32:58	2017-09-02 15:39:38.667	Controlling	Macy Hurst
Pay invoice	False	111030	Bank account 6552204	2017-09-02 16:32:27	2017-09-02 15:40:17	Controlling	Macy Hurst
Pay invoice	False	111031	Bank account 6562205	2017-08-25 09:30:41	2017-08-24 23:04:47	Controlling	Macy Hurst
Pay invoice	False	111033	Bank account 6572206	2017-08-24 15:34:45	2017-08-24 14:49:13	Controlling	Macy Hurst
Pay invoice	False	111034	Bank account 6582207	2017-08-25 10:32:39	2017-08-25 10:17:12.333	Controlling	Macy Hurst
Pay invoice	False	111035	Bank account 6592208	2017-08-25 09:17:33	2017-08-24 19:31:09.667	Controlling	Macy Hurst
Pay invoice	False	111036	Bank account 6602209	2017-08-25 12:05:04	2017-08-25 11:44:30	Controlling	Macy Hurst
Pay invoice	False	111038	Bank account 6612210	2017-08-25 08:12:49	2017-08-24 19:31:47.667	Controlling	Macy Hurst
Final check of invoice	False	111041	Checked by Wallace Mcgee	2017-08-24 15:27:52	2017-08-24 15:27:52	Other	Wallace Mcgee
Approve invoice	False	111041	Approve hierarchy (level 1)	2017-08-25 10:55:02		Other	Oscar Medina
Check received invoice	False	111043	Checked by Macy Hurst	2017-08-13 10:13:42	2017-08-13 10:13:41.333	Controlling	Macy Hurst
Request data	False	111043	Request sent: 2017-08-14	2017-08-17 15:46:21	2017-08-14 20:04:35	Controlling	Macy Hurst
Check contract conditions	False	111043	Checked by Macy Hurst	2017-08-17 15:46:21	2017-08-17 15:46:21	Controlling	Macy Hurst
Check contract conditions	False	111043	Checked by Macy Hurst	2017-08-17 15:46:26	2017-08-17 15:46:22.667	Controlling	Macy Hurst
Final check of invoice	False	111043	Checked by Wallace Mcgee	2017-08-24 15:31:25	2017-08-24 15:31:25	Other	Wallace Mcgee
Approve invoice	False	111043	Approve hierarchy (level 3)	2017-08-25 11:45:08		Other	Oscar Medina
Check received invoice	False	111044	Checked by Macy Hurst	2017-08-13 10:14:05	2017-08-13 10:14:04.333	Controlling	Macy Hurst
Pay invoice	False	111102	Bank account 7112260	2017-08-20 09:31:03	2017-08-19 22:10:46.333	Controlling	Alan Boyer
Request data	False	111044	Request sent: 2017-08-14	2017-08-17 15:46:12	2017-08-14 20:04:47.333	Controlling	Macy Hurst
Check contract conditions	False	111044	Checked by Macy Hurst	2017-08-17 15:46:12	2017-08-17 15:46:12	Controlling	Macy Hurst
Check contract conditions	False	111044	Checked by Macy Hurst	2017-08-17 15:46:18	2017-08-17 15:46:14	Controlling	Macy Hurst
Final check of invoice	False	111044	Checked by Aaron Chaney	2017-08-24 15:32:35	2017-08-17 15:46:18	Purchasing	Aaron Chaney
Approve invoice	False	111044	Approve hierarchy (level 2)	2017-08-24 15:53:26	2017-08-24 15:43:00.500	Line management	Eden Morrow
Check received invoice	False	111047	Checked by Macy Hurst	2017-08-13 10:31:10	2017-08-13 10:31:09.333	Controlling	Macy Hurst
Request data	False	111047	Request sent: 2017-08-14	2017-08-17 15:45:41	2017-08-14 20:16:00.333	Controlling	Macy Hurst
Check contract conditions	False	111047	Checked by Macy Hurst	2017-08-17 15:45:43	2017-08-17 15:45:41.667	Controlling	Macy Hurst
Check contract conditions	False	111047	Checked by Macy Hurst	2017-08-17 15:45:47	2017-08-17 15:45:44.333	Controlling	Macy Hurst
Final check of invoice	False	111047	Checked by Ashely Sutton	2017-08-24 15:37:12	2017-08-24 15:37:12	Other	Ashely Sutton
